,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
15,1112,1376,1377,13.16067123413086,13.262787818908691,113.55364227294922,0.007759223140002325,2010-02-05 00:00:00+00:00,2010-02-08 00:00:00+00:00,3 days
16,1182,1437,1438,12.477729797363281,12.671255111694336,228.74692153930664,0.015509657403540711,2010-05-05 00:00:00+00:00,2010-05-06 00:00:00+00:00,1 days
17,1203,1439,1441,12.452574729919434,12.843608856201172,470.41405391693115,0.03140186947380541,2010-05-07 00:00:00+00:00,2010-05-11 00:00:00+00:00,4 days
18,1322,1449,1451,11.682709693908691,11.66004467010498,-29.96316146850586,-0.001940048533049521,2010-05-21 00:00:00+00:00,2010-05-25 00:00:00+00:00,4 days
19,1390,1477,1481,11.090679168701172,11.296407699584961,285.9626579284668,0.01854967831585763,2010-07-01 00:00:00+00:00,2010-07-08 00:00:00+00:00,7 days
20,1101,1653,1659,14.266526222229004,14.37785816192627,122.57646560668945,0.0078037174546243815,2011-03-14 00:00:00+00:00,2011-03-22 00:00:00+00:00,8 days
21,1207,1678,1684,13.11135482788086,13.399773597717285,348.1214551925659,0.021997632862708727,2011-04-18 00:00:00+00:00,2011-04-27 00:00:00+00:00,9 days
22,1283,1720,1723,12.607245445251465,12.24036979675293,-470.7014570236206,-0.029100381212671556,2011-06-17 00:00:00+00:00,2011-06-22 00:00:00+00:00,5 days
23,1308,1724,1727,12.00823974609375,12.055314064025879,61.57320785522461,0.003920168061887885,2011-06-23 00:00:00+00:00,2011-06-28 00:00:00+00:00,5 days
24,1107,1873,1875,14.246102333068848,14.397285461425781,167.3597230911255,0.010612245007253662,2012-01-26 00:00:00+00:00,2012-01-30 00:00:00+00:00,4 days
25,977,2072,2073,16.305133819580078,16.531784057617188,221.43728256225586,0.013900544487708277,2012-11-09 00:00:00+00:00,2012-11-12 00:00:00+00:00,3 days
26,1004,2077,2079,16.08944320678711,16.675247192382812,588.1472015380859,0.036409214294537584,2012-11-16 00:00:00+00:00,2012-11-20 00:00:00+00:00,4 days
27,621,2424,2426,26.96297264099121,27.904388427734375,584.6192035675049,0.03491513340453967,2014-04-07 00:00:00+00:00,2014-04-09 00:00:00+00:00,2 days
28,645,2556,2557,26.871225357055664,26.47780418395996,-253.75665664672852,-0.01464098372396705,2014-10-14 00:00:00+00:00,2014-10-15 00:00:00+00:00,1 days
29,649,2559,2561,26.290319442749023,26.18760108947754,-66.66421127319336,-0.003907078934326735,2014-10-17 00:00:00+00:00,2014-10-21 00:00:00+00:00,4 days
30,686,2601,2602,24.78196144104004,25.57727813720703,545.5872535705566,0.03209256450742082,2014-12-17 00:00:00+00:00,2014-12-18 00:00:00+00:00,1 days
31,517,2985,2986,33.94850158691406,34.150001525878906,104.17546844482422,0.005935458990700138,2016-06-28 00:00:00+00:00,2016-06-29 00:00:00+00:00,1 days
32,347,3393,3394,50.86249923706055,52.400001525878906,533.5132942199707,0.030228602838652252,2018-02-09 00:00:00+00:00,2018-02-12 00:00:00+00:00,3 days
33,339,3562,3564,53.64699935913086,55.445499420166016,609.691520690918,0.033524709350384985,2018-10-11 00:00:00+00:00,2018-10-15 00:00:00+00:00,4 days
34,360,3722,3726,52.14500045776367,53.64899826049805,541.439208984375,0.02884260791123361,2019-06-04 00:00:00+00:00,2019-06-10 00:00:00+00:00,6 days
35,302,3908,3909,63.875,67.58049774169922,1119.060317993164,0.058011706327972146,2020-02-28 00:00:00+00:00,2020-03-02 00:00:00+00:00,3 days
36,324,3915,3916,63.0,62.48500061035156,-166.85980224609375,-0.008174593486483084,2020-03-10 00:00:00+00:00,2020-03-11 00:00:00+00:00,1 days
37,344,3918,3919,58.95000076293945,54.79999923706055,-1427.6005249023438,-0.07039866789090732,2020-03-13 00:00:00+00:00,2020-03-16 00:00:00+00:00,3 days
38,149,4388,4391,126.02749633789062,131.36099243164062,794.69091796875,0.042320098777892445,2022-01-24 00:00:00+00:00,2022-01-27 00:00:00+00:00,3 days
39,167,4454,4455,117.11499786376953,117.5780029296875,77.32184600830078,0.003953422485278413,2022-04-28 00:00:00+00:00,2022-04-29 00:00:00+00:00,1 days
40,198,4555,4556,99.44999694824219,100.05999755859375,120.78012084960938,0.006133741870993026,2022-09-22 00:00:00+00:00,2022-09-23 00:00:00+00:00,1 days
41,201,4557,4560,98.61000061035156,99.30000305175781,138.69049072265625,0.00699728665587096,2022-09-26 00:00:00+00:00,2022-09-29 00:00:00+00:00,3 days
42,205,4562,4563,97.22000122070312,101.04000091552734,783.0999374389648,0.039292323049372024,2022-10-03 00:00:00+00:00,2022-10-04 00:00:00+00:00,1 days
43,243,4586,4587,85.51000213623047,87.33999633789062,444.68859100341797,0.0214009373867714,2022-11-04 00:00:00+00:00,2022-11-07 00:00:00+00:00,3 days
44,131,5024,5027,160.94500732421875,161.64500427246094,91.69960021972656,0.004349292717307218,2024-08-06 00:00:00+00:00,2024-08-09 00:00:00+00:00,3 days
45,138,5047,5050,153.6300048828125,154.80999755859375,162.8389892578125,0.0076807435935535295,2024-09-09 00:00:00+00:00,2024-09-12 00:00:00+00:00,3 days
